2022-03-13 18:03:625 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:321 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> id: continue]
2022-03-13 22:03:269 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> name: password]
2022-03-13 22:03:281 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> id: signInSubmit]
2022-03-13 22:03:204 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:380 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> id: twotabsearchtextbox]
2022-03-13 22:03:388 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> id: nav-search-submit-button]
2022-03-13 22:03:87 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (82303d2085d49afb47ed1cc85079a0be)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 22:03:604 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 22:03:572 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> partial link text: Hello, Sign in]
2022-03-13 22:03:668 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> xpath: //input[@name='email']]
2022-03-13 22:03:685 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> id: continue]
2022-03-13 22:03:579 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> name: password]
2022-03-13 22:03:593 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> id: signInSubmit]
2022-03-13 22:03:521 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 22:03:695 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> id: twotabsearchtextbox]
2022-03-13 22:03:711 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> id: nav-search-submit-button]
2022-03-13 22:03:359 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (d60c6014938eadac8c7b22dad0ea51b0)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 23:03:501 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 23:03:570 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> partial link text: Hello, Sign in]
2022-03-13 23:03:738 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> xpath: //input[@name='email']]
2022-03-13 23:03:757 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> id: continue]
2022-03-13 23:03:624 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> name: password]
2022-03-13 23:03:640 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> id: signInSubmit]
2022-03-13 23:03:661 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 23:03:847 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> id: twotabsearchtextbox]
2022-03-13 23:03:863 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> id: nav-search-submit-button]
2022-03-13 23:03:989 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (ddb6dc7d6feaec544c9ed2d94de7482d)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-13 23:03:322 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-13 23:03:375 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> partial link text: Hello, Sign in]
2022-03-13 23:03:384 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> xpath: //input[@name='email']]
2022-03-13 23:03:402 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> id: continue]
2022-03-13 23:03:301 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> name: password]
2022-03-13 23:03:313 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> id: signInSubmit]
2022-03-13 23:03:344 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> id: nav-link-accountList-nav-line-1]
2022-03-13 23:03:560 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> id: twotabsearchtextbox]
2022-03-13 23:03:576 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> id: nav-search-submit-button]
2022-03-13 23:03:277 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (fe55176d39df21d05ee82137d8f42e1a)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 10:03:246 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 10:03:780 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> partial link text: Hello, Sign in]
2022-03-14 10:03:878 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> xpath: //input[@name='email']]
2022-03-14 10:03:896 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> id: continue]
2022-03-14 10:03:745 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> name: password]
2022-03-14 10:03:756 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> id: signInSubmit]
2022-03-14 10:03:794 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> id: nav-link-accountList-nav-line-1]
2022-03-14 10:03:994 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> id: twotabsearchtextbox]
2022-03-14 10:03:10 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> id: nav-search-submit-button]
2022-03-14 10:03:16 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (c73e3f96d5f4371ff0d1f3b9d253424a)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 10:03:922 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 10:03:913 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> partial link text: Hello, Sign in]
2022-03-14 10:03:869 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> xpath: //input[@name='email']]
2022-03-14 10:03:886 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> id: continue]
2022-03-14 10:03:775 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> name: password]
2022-03-14 10:03:788 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> id: signInSubmit]
2022-03-14 10:03:701 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> id: nav-link-accountList-nav-line-1]
2022-03-14 10:03:877 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> id: twotabsearchtextbox]
2022-03-14 10:03:900 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> id: nav-search-submit-button]
2022-03-14 10:03:453 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (b29fe42fc9ba4e395720f3ae85c9ec69)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 10:03:530 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 10:03:501 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> partial link text: Hello, Sign in]
2022-03-14 10:03:563 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> xpath: //input[@name='email']]
2022-03-14 10:03:581 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> id: continue]
2022-03-14 10:03:399 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> name: password]
2022-03-14 10:03:414 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> id: signInSubmit]
2022-03-14 10:03:353 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> id: nav-link-accountList-nav-line-1]
2022-03-14 10:03:548 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> id: twotabsearchtextbox]
2022-03-14 10:03:572 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> id: nav-search-submit-button]
2022-03-14 10:03:59 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (e77a2fdc910e3ad56835aa3f447665ee)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 10:03:668 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 10:03:648 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> partial link text: Hello, Sign in]
2022-03-14 10:03:647 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> xpath: //input[@name='email']]
2022-03-14 10:03:667 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> id: continue]
2022-03-14 10:03:532 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> name: password]
2022-03-14 10:03:546 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> id: signInSubmit]
2022-03-14 10:03:413 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> id: nav-link-accountList-nav-line-1]
2022-03-14 10:03:605 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> id: twotabsearchtextbox]
2022-03-14 10:03:621 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> id: nav-search-submit-button]
2022-03-14 10:03:149 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (a7721f58402ecb2c37bd7dced325a648)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 10:03:624 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 10:03:673 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> partial link text: Hello, Sign in]
2022-03-14 10:03:732 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> xpath: //input[@name='email']]
2022-03-14 10:03:750 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> id: continue]
2022-03-14 10:03:593 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> name: password]
2022-03-14 10:03:607 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> id: signInSubmit]
2022-03-14 10:03:649 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> id: nav-link-accountList-nav-line-1]
2022-03-14 10:03:810 INFO  ProductPage :45 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> id: twotabsearchtextbox]
2022-03-14 10:03:826 INFO  ProductPage :49 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> id: nav-search-submit-button]
2022-03-14 10:03:332 INFO  ProductPage :54 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 10:03:07 INFO  ProductPage :69 - Search in the product quantity3
2022-03-14 10:03:39 INFO  ProductPage :75 - Click on the addToCartButton[[ChromeDriver: chrome on WINDOWS (4c996fb30b0572f31f948f7a67f367e5)] -> xpath: //input[@id='add-to-cart-button']]
2022-03-14 10:03:816 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 10:03:855 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (f7eb52e6a57633f45ee8678ecc6cf506)] -> partial link text: Hello, Sign in]
2022-03-14 10:03:942 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (f7eb52e6a57633f45ee8678ecc6cf506)] -> xpath: //input[@name='email']]
2022-03-14 10:03:958 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (f7eb52e6a57633f45ee8678ecc6cf506)] -> id: continue]
2022-03-14 10:03:831 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (f7eb52e6a57633f45ee8678ecc6cf506)] -> name: password]
2022-03-14 10:03:847 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (f7eb52e6a57633f45ee8678ecc6cf506)] -> id: signInSubmit]
2022-03-14 10:03:899 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 10:03:50 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> partial link text: Hello, Sign in]
2022-03-14 10:03:69 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> xpath: //input[@name='email']]
2022-03-14 10:03:86 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> id: continue]
2022-03-14 10:03:02 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> name: password]
2022-03-14 10:03:20 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> id: signInSubmit]
2022-03-14 10:03:463 INFO  ProductPage :50 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> id: twotabsearchtextbox]
2022-03-14 10:03:503 INFO  ProductPage :54 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> id: nav-search-submit-button]
2022-03-14 10:03:410 INFO  ProductPage :59 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 10:03:862 INFO  ProductPage :74 - Search in the product quantity3
2022-03-14 10:03:878 INFO  ProductPage :78 - Click on the addToCartButton[[ChromeDriver: chrome on WINDOWS (2cc3ea52491aba563787acaa29cb25f0)] -> xpath: //input[@id='add-to-cart-button']]
2022-03-14 11:03:695 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 11:03:927 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> partial link text: Hello, Sign in]
2022-03-14 11:03:818 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> xpath: //input[@name='email']]
2022-03-14 11:03:832 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> id: continue]
2022-03-14 11:03:604 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> name: password]
2022-03-14 11:03:615 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> id: signInSubmit]
2022-03-14 11:03:573 INFO  ProductPage :58 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> id: twotabsearchtextbox]
2022-03-14 11:03:607 INFO  ProductPage :62 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> id: nav-search-submit-button]
2022-03-14 11:03:208 INFO  ProductPage :67 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (a00c2819f0d25931fca444866b2f5f88)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 11:03:872 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 11:03:212 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> partial link text: Hello, Sign in]
2022-03-14 11:03:33 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> xpath: //input[@name='email']]
2022-03-14 11:03:48 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> id: continue]
2022-03-14 11:03:843 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> name: password]
2022-03-14 11:03:855 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> id: signInSubmit]
2022-03-14 11:03:143 INFO  ProductPage :58 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> id: twotabsearchtextbox]
2022-03-14 11:03:160 INFO  ProductPage :62 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> id: nav-search-submit-button]
2022-03-14 11:03:638 INFO  ProductPage :67 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 11:03:876 INFO  ProductPage :83 - Search in the product quantity3
2022-03-14 11:03:897 INFO  ProductPage :96 - Click on the addToCartButton[[ChromeDriver: chrome on WINDOWS (eeb13f36fef3c138bbff551b40f55ba6)] -> xpath: //input[@id='add-to-cart-button']]
2022-03-14 11:03:321 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 11:03:695 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> partial link text: Hello, Sign in]
2022-03-14 11:03:534 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> xpath: //input[@name='email']]
2022-03-14 11:03:549 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> id: continue]
2022-03-14 11:03:370 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> name: password]
2022-03-14 11:03:380 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> id: signInSubmit]
2022-03-14 11:03:963 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> id: nav-link-accountList-nav-line-1]
2022-03-14 11:03:108 INFO  ProductPage :58 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> id: twotabsearchtextbox]
2022-03-14 11:03:129 INFO  ProductPage :62 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> id: nav-search-submit-button]
2022-03-14 11:03:666 INFO  ProductPage :67 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (6724642651bc9a61bfcd220c1f4a23e6)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 11:03:698 INFO  ProductPage :83 - Search in the product quantity3
2022-03-14 11:03:744 INFO  ProductPage :96 - Click on the addToCartButtonProxy element for: DefaultElementLocator 'By.xpath: //input[@id='add-to-cart-button']'
2022-03-14 11:03:42 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 11:03:377 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> partial link text: Hello, Sign in]
2022-03-14 11:03:361 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> xpath: //input[@name='email']]
2022-03-14 11:03:378 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> id: continue]
2022-03-14 11:03:205 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> name: password]
2022-03-14 11:03:216 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> id: signInSubmit]
2022-03-14 11:03:172 INFO  SignInPage :68 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> id: nav-link-accountList-nav-line-1]
2022-03-14 11:03:58 INFO  ProductPage :67 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> id: twotabsearchtextbox]
2022-03-14 11:03:73 INFO  ProductPage :71 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> id: nav-search-submit-button]
2022-03-14 11:03:738 INFO  ProductPage :76 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 11:03:08 INFO  ProductPage :92 - Search in the product quantity3
2022-03-14 11:03:28 INFO  ProductPage :98 - Click on the addToCartButton[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> xpath: //input[@id='add-to-cart-button']]
2022-03-14 11:03:407 INFO  ProductPage :104 - Verifies add to cart text[[ChromeDriver: chrome on WINDOWS (fae1843441f9309d56026233870f6aec)] -> xpath: //span[contains(text(),'Added to Cart')]]
2022-03-14 12:03:969 INFO  ManageDriver :30 - Launching Chrome Browser
2022-03-14 12:03:402 INFO  HomePage :39 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> partial link text: Hello, Sign in]
2022-03-14 12:03:276 INFO  SignInPage :52 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> xpath: //input[@name='email']]
2022-03-14 12:03:293 INFO  SignInPage :45 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> id: continue]
2022-03-14 12:03:64 INFO  SignInPage :57 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> name: password]
2022-03-14 12:03:76 INFO  SignInPage :61 - Click on the Sign in button[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> id: signInSubmit]
2022-03-14 12:03:230 INFO  ProductPage :67 - Search in the search bar[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> id: twotabsearchtextbox]
2022-03-14 12:03:247 INFO  ProductPage :71 - Click on the Search button[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> id: nav-search-submit-button]
2022-03-14 12:03:742 INFO  ProductPage :76 - Click on the product Name[[ChromeDriver: chrome on WINDOWS (d3b110c5e18dceb8194b0d274653cc36)] -> link text: Angels and Demons: (Robert Langdon Book 1)]
2022-03-14 12:03:117 INFO  ProductPage :92 - Search in the product quantity3
